acreage,district,price
15.0,quận 8,1.6
25.0,quận 8,2.0
25.0,quận 8,1.7000000000000002
20.0,quận 8,1.6
25.0,quận 8,2.8
12.0,quận 8,3.5
13.0,quận 8,2.0
14.0,quận 8,2.5
30.0,quận 8,5.5
28.0,quận 8,2.5
16.0,quận 8,2.5
16.0,quận 8,2.6
15.0,quận 8,2.7
6.0,quận 8,1.0
22.0,quận 8,4.2
12.0,quận 8,1.4
25.0,quận 8,3.6
20.0,quận 8,3.2
20.0,quận 8,3.7
40.0,quận 8,5.0
25.0,quận 8,3.7
36.0,quận 8,5.5
16.0,quận 8,3.5
14.0,quận 8,1.8
28.0,quận 8,4.0
25.0,quận 8,2.7
10.0,quận 8,2.4
28.0,quận 8,4.7
30.0,quận 8,6.0
12.0,quận 8,1.9
12.0,quận 8,1.8
22.0,quận 8,2.4
12.0,quận 8,2.0
14.0,quận 8,2.0
21.0,quận 8,2.2
15.0,quận 8,2.5
25.0,quận 8,1.7970000000000002
30.0,quận 8,6.5
12.0,quận 8,0.65
16.0,quận 8,1.7000000000000002
12.0,quận 8,1.2
15.0,quận 8,2.2
15.0,quận 6,2.5
40.0,quận 8,3.8
16.0,quận 6,2.0
22.0,quận 6,3.8
25.0,quận 6,2.4
20.0,quận 8,1.9
10.0,quận 8,0.7000000000000001
12.0,quận 8,2.2
17.0,quận 8,2.2
30.0,quận 8,2.3
16.0,quận 8,1.5
22.0,quận 6,1.5
15.0,quận 6,1.5
24.0,quận 6,2.0
16.0,quận 6,2.2
21.0,quận 6,1.8
20.0,quận 6,2.8
12.0,quận 6,1.6
15.0,quận 6,2.0
13.0,quận 6,1.5
14.0,quận 6,1.9
30.0,quận 6,2.8
40.0,quận 6,7.5
32.0,quận 8,2.9
30.0,quận 8,1.8
9.0,quận 6,1.8
11.0,quận 6,1.0
10.0,quận 6,0.9
8.0,quận 6,1.3
33.0,quận 6,3.7
35.0,quận 6,3.7
10.0,quận 6,1.4
15.0,quận 6,2.6
15.0,quận 6,1.9
20.0,quận 6,2.2
10.0,quận 6,1.5
25.0,quận 6,4.3
20.0,quận 6,1.8
15.0,quận 6,2.2
25.0,quận 6,2.2
14.0,quận 6,2.2
22.0,quận 6,3.0
25.0,quận 6,2.3
16.0,quận 6,2.5
14.0,quận 6,3.0
24.0,quận 6,2.9
18.0,quận 6,2.0
15.0,quận 6,3.0
25.0,quận 6,4.0
24.0,quận 6,4.4
38.0,quận 6,3.0
22.0,quận 6,3.22
25.0,quận 6,3.01
10.0,quận 6,2.03
23.0,quận 6,3.9
10.0,quận 6,2.1
30.0,quận 6,4.5
14.0,quận 6,1.8
17.0,quận 6,3.0
20.0,quận 6,4.0
22.0,quận 6,3.9
30.0,quận 6,4.15
26.0,quận 6,3.0
29.0,quận 6,2.8
35.0,quận 6,2.7
16.0,quận 6,1.8
35.0,quận 6,2.6
24.0,quận 6,2.8
27.0,quận 6,3.0
9.0,quận 6,0.7000000000000001
25.0,quận 6,4.1
35.0,quận 6,4.1
28.0,quận 6,3.9
25.0,quận 6,3.6
35.0,quận 6,2.8
30.0,quận 6,2.6
30.0,quận 6,6.0
34.0,quận 6,2.8
14.0,quận 6,1.6
40.0,quận 6,2.6
25.0,quận 6,5.0
16.0,quận 6,2.9
40.0,quận 6,2.8
28.0,quận 6,3.8
30.0,quận 6,3.9
25.0,quận 6,4.2
25.0,quận 6,3.9
35.0,quận 6,3.5
8.0,quận 6,1.5
25.0,quận 6,2.7
10.6,quận 6,1.8
40.0,quận 6,7.0
30.0,quận 6,6.9
25.0,quận 6,2.8
9.0,quận 6,1.7000000000000002
35.0,quận 6,5.0
20.0,quận 6,2.9
24.0,quận 6,2.3
20.0,quận 6,4.2
22.0,quận 6,2.6
35.0,quận 11,4.5
10.0,quận 11,2.0
30.0,quận 11,3.0
28.0,quận 11,4.0
22.0,quận 11,3.0
13.0,quận 8,1.7000000000000002
35.0,quận 8,3.7
24.0,quận 8,4.2
23.0,quận 8,2.8
40.0,quận 8,5.5
24.0,quận 8,3.8
18.0,quận 8,2.5
22.0,quận 8,3.8
20.0,quận 8,4.0
37.0,quận 8,2.5
30.0,quận 8,6.1
25.0,quận 8,5.0
32.0,quận 8,4.5
31.0,quận 8,6.1
25.0,quận 8,6.1
30.0,quận 8,5.8
25.0,quận 8,4.8
25.0,quận 8,4.5
10.0,quận 8,1.2
35.0,quận 8,3.5
30.0,quận 8,3.6
28.0,quận 8,4.8
20.0,quận 8,4.2
27.0,quận 8,4.6
15.0,quận 8,3.0
25.0,quận 8,5.5
22.0,quận 8,3.0
25.0,quận 8,5.7
23.0,quận 8,3.5
12.0,quận 8,2.1
20.0,quận 8,4.8
24.0,quận 8,5.5
30.0,quận 8,5.0
28.0,quận 8,4.5
30.0,quận 8,4.2
30.0,quận 8,3.9
12.0,quận 8,2.8
15.0,quận 8,2.6
15.0,quận 8,1.9
15.0,quận 8,1.5
5.0,quận 8,1.3
10.0,quận 8,1.4
20.0,quận 8,1.7000000000000002
35.0,quận 8,2.3
20.0,quận 8,4.5
30.0,quận 8,5.7
23.0,quận 8,5.5
24.0,quận 8,3.9
21.0,quận 8,3.3
12.0,quận 8,2.7
24.0,quận 8,4.3
26.0,quận 8,5.0
35.0,quận 8,5.5
30.0,quận 8,5.3
12.0,quận 8,2.5
14.0,quận 8,3.2
35.0,quận 8,2.8
20.0,quận 11,3.0
40.0,quận 8,2.5
25.0,quận 11,3.0
25.0,quận 11,2.4
19.0,quận 11,3.0
25.0,quận 11,3.3
24.0,quận 11,2.6
20.0,quận 11,2.3
22.0,quận 11,2.0
22.0,quận 11,3.5
25.0,quận 11,3.8
16.0,quận 11,3.5
30.0,quận 11,2.7
23.0,quận 11,3.0
18.0,quận 11,2.6
18.0,quận 11,1.6
23.0,quận 11,2.8
30.0,quận 11,3.6
30.0,quận 11,3.7
15.0,quận 11,1.9
25.0,quận 11,2.6
20.0,quận 11,2.2
18.0,quận 11,2.2
20.0,quận 11,2.8
25.0,quận 11,3.5
25.0,quận 11,3.7
25.0,quận 11,2.3
25.0,quận 11,3.9
25.0,quận 3,3.3
20.0,quận 3,5.3
27.0,quận 3,5.0
19.0,quận 3,3.8
12.0,quận 3,2.5
10.0,quận phú nhuận,1.0
26.0,quận phú nhuận,5.5
12.0,quận phú nhuận,3.5
25.0,quận 3,5.3
20.0,quận 3,5.5
28.0,quận 3,6.3
15.0,quận 3,3.5
16.0,quận 3,3.4
27.0,quận 3,7.0
24.0,quận 3,6.0
22.0,quận phú nhuận,3.5
14.0,quận phú nhuận,2.8
12.0,quận phú nhuận,2.6
18.0,quận phú nhuận,2.3
20.0,quận 3,3.9
9.0,quận phú nhuận,2.0
11.0,quận phú nhuận,2.3
35.0,quận phú nhuận,3.8
18.0,quận phú nhuận,4.5
15.0,quận phú nhuận,2.0
25.0,quận phú nhuận,5.8
25.0,quận phú nhuận,6.5
38.0,quận phú nhuận,6.0
20.0,quận phú nhuận,2.2
25.0,quận phú nhuận,5.2
35.0,quận phú nhuận,4.0
12.0,quận 3,2.3
18.0,quận 3,3.0
40.0,quận 3,5.5
40.0,quận 3,5.0
22.0,quận 3,6.0
25.0,quận 3,6.0
18.0,quận 3,3.2
32.0,quận 3,4.5
30.0,quận 3,4.9
10.0,quận 3,1.5
24.0,quận 3,5.5
35.0,quận 3,4.5
16.0,quận 3,4.0
25.0,quận 3,3.0
35.0,quận 3,6.5
25.0,quận 3,3.9
20.0,quận 3,2.8
20.0,quận 3,3.0
20.0,quận 3,3.3
30.0,quận 3,7.5
25.0,quận 3,6.3
25.0,quận 3,6.5
27.0,quận 3,6.5
25.0,quận 3,5.0
25.0,quận 3,7.5
15.0,quận 3,4.5
30.0,quận phú nhuận,4.4
22.0,quận phú nhuận,4.3
30.0,quận phú nhuận,6.7
16.0,quận phú nhuận,1.8
28.0,quận phú nhuận,6.0
22.0,quận phú nhuận,4.0
14.0,quận phú nhuận,2.1
10.0,quận phú nhuận,2.8
20.0,quận phú nhuận,2.0
17.0,quận phú nhuận,4.0
30.0,quận phú nhuận,5.3
27.0,quận phú nhuận,4.5
27.0,quận phú nhuận,6.5
27.0,quận phú nhuận,4.0
20.0,quận phú nhuận,2.8
25.0,quận phú nhuận,4.8
30.0,quận phú nhuận,4.6
25.0,quận phú nhuận,3.3
20.0,quận phú nhuận,3.8
20.0,quận phú nhuận,1.8
22.0,quận phú nhuận,3.0
20.0,quận phú nhuận,2.3
34.0,quận phú nhuận,5.0
18.0,quận 3,2.0
25.0,quận 3,4.2
8.0,quận 3,1.5
24.0,quận 3,4.5
9.0,quận 3,1.0
25.0,quận 3,5.5
32.0,quận 3,5.7
30.0,quận 3,4.7
6.0,quận 3,1.2
35.0,quận phú nhuận,6.0
25.0,quận phú nhuận,3.8
14.0,quận 3,2.0
33.0,quận phú nhuận,8.5
24.0,quận 3,3.5
28.0,quận phú nhuận,6.5
20.0,quận phú nhuận,2.5
16.0,quận phú nhuận,3.3
40.0,quận phú nhuận,6.3
40.0,quận phú nhuận,3.75
20.0,quận phú nhuận,2.7
18.0,quận phú nhuận,2.8
22.0,quận phú nhuận,2.5
16.0,quận phú nhuận,2.2
30.0,quận phú nhuận,5.2
10.0,quận phú nhuận,1.5
20.0,quận phú nhuận,5.3
27.0,quận phú nhuận,6.0
32.0,quận phú nhuận,5.0
30.0,quận phú nhuận,4.5
18.0,quận phú nhuận,4.2
24.0,quận phú nhuận,2.4
16.0,quận phú nhuận,2.9
25.0,quận phú nhuận,2.3
30.0,quận phú nhuận,3.8
22.0,quận phú nhuận,4.4
28.0,quận phú nhuận,4.5
32.0,quận phú nhuận,3.5
25.0,quận phú nhuận,3.9
32.0,quận phú nhuận,5.7
25.0,quận phú nhuận,3.6
20.0,quận phú nhuận,4.8
18.0,quận phú nhuận,4.3
20.0,quận phú nhuận,4.3
20.0,quận phú nhuận,1.5
25.0,quận phú nhuận,2.8
38.0,quận phú nhuận,5.0
23.0,quận phú nhuận,5.0
24.0,quận phú nhuận,3.5
15.0,quận phú nhuận,1.7000000000000002
30.0,quận phú nhuận,4.2
16.0,quận phú nhuận,3.2
20.0,quận phú nhuận,4.1
16.0,quận phú nhuận,3.5
30.0,quận phú nhuận,5.7
26.0,quận phú nhuận,4.5
16.0,quận phú nhuận,2.6
24.0,quận phú nhuận,3.1
18.0,quận phú nhuận,3.2
14.0,quận phú nhuận,3.0
20.0,quận phú nhuận,2.9
16.0,quận phú nhuận,2.7
16.0,quận phú nhuận,2.0
11.0,quận phú nhuận,1.7000000000000002
40.0,quận phú nhuận,7.0
40.0,quận phú nhuận,4.5
10.0,quận phú nhuận,2.2
17.0,quận phú nhuận,3.5
20.0,quận phú nhuận,3.9
24.0,quận phú nhuận,4.0
12.0,quận phú nhuận,3.2
20.0,quận phú nhuận,3.7
16.0,quận phú nhuận,2.3
25.0,quận phú nhuận,3.7
28.0,quận phú nhuận,3.3
24.0,quận phú nhuận,2.8
16.0,quận phú nhuận,2.5
6.0,quận phú nhuận,1.0
18.0,quận phú nhuận,2.9
12.0,quận phú nhuận,1.9
23.0,quận 3,5.0
28.0,quận phú nhuận,5.5
20.0,quận 3,2.6
20.0,quận 3,5.2
14.0,quận 3,2.5
22.0,quận 3,4.0
28.0,quận 3,6.5
30.0,quận 3,5.5
28.0,quận 3,5.0
10.0,quận 3,1.7000000000000002
15.0,quận 3,2.0
20.0,quận 3,1.7000000000000002
18.0,quận 3,2.9
28.0,quận 3,3.0
15.0,quận 3,3.0
30.0,quận 3,3.5
15.0,quận 3,1.5
15.0,quận 3,2.5
16.0,quận 3,2.5
14.0,quận 3,2.6
14.0,quận 3,1.95
15.0,quận 3,2.8
25.0,quận 3,4.9
25.0,quận 3,3.4
30.0,quận 3,4.0
8.0,quận 3,1.2
26.0,quận 3,4.0
20.0,quận 3,5.85
10.0,quận 3,2.5
21.0,quận 3,3.5
26.0,quận 3,5.5
14.0,quận 3,2.8
15.0,quận 3,2.7
17.0,quận 3,1.2
18.0,quận 3,3.8
20.0,quận 3,4.2
10.0,quận 3,2.0
9.0,quận 3,1.2
15.0,quận 3,2.3
14.0,quận 3,1.8
20.0,quận 3,1.5
25.0,quận 3,6.8
25.0,quận 3,7.0
20.0,quận 3,3.2
28.0,quận 3,7.0
22.0,quận 3,4.5
15.0,quận 3,4.0
35.0,quận 3,8.0
20.0,quận 3,1.8
32.0,quận 3,6.2
20.0,quận 3,5.0
25.0,quận 3,7.2
32.0,quận 3,5.0
17.0,quận 3,4.0
17.0,quận 3,4.2
22.0,quận 3,4.9
22.0,quận 3,5.0
28.0,quận 3,3.5
18.0,quận 3,5.2
16.0,quận 3,4.5
12.0,quận 3,3.0
27.0,quận 3,4.5
30.0,quận 3,1.5
24.0,quận 3,4.0
23.0,quận 3,4.0
16.0,quận 3,2.0
19.0,quận 3,3.5
25.0,quận 3,3.7
24.0,quận 3,5.0
25.0,quận 3,4.7
25.0,quận 3,4.8
17.0,quận 3,3.0
40.0,quận 3,5.9
28.0,quận 3,5.5
25.0,quận 3,5.7
25.0,quận 3,2.8
16.0,quận 3,1.9
12.0,quận 3,2.2
35.0,quận 3,3.0
8.0,quận 3,2.0
25.0,quận 3,3.6
34.0,quận 3,7.5
26.0,quận 3,6.0
10.0,quận 3,2.3
25.0,quận 3,4.999
30.0,quận 3,3.8
20.0,quận 3,4.3
20.0,quận 3,2.9
18.0,quận 3,2.8
8.0,quận 3,1.3
15.0,quận 3,2.2
28.0,quận 3,6.0
20.0,quận 3,4.8
14.0,quận 3,3.5
10.0,quận 3,2.4
35.0,quận 3,7.5
35.0,quận 3,6.0
22.0,quận 3,3.8
25.0,quận 3,3.8
12.0,quận 3,1.0
26.0,quận 3,2.5
18.0,quận 3,2.5
14.0,quận 3,3.2
25.0,quận 3,2.5
30.0,quận 3,8.0
20.0,quận 3,2.4
35.0,quận 3,7.0
35.0,quận 3,6.8
30.0,quận 3,5.2
21.0,quận 3,4.0
22.0,quận 3,4.7
28.0,quận 3,3.3
30.0,quận 3,7.0
18.0,quận 3,2.2
28.0,quận 3,4.7
25.0,quận 3,4.3
32.0,quận 3,2.3
18.0,quận 3,2.7
35.0,quận 3,3.3
17.0,quận 3,1.7000000000000002
15.0,quận 3,1.4
28.0,quận 3,2.5
40.0,quận 3,6.5
25.0,quận 3,2.9
27.0,quận 3,6.8
30.0,quận 3,4.2
28.0,quận 3,4.9
30.0,quận 3,5.6
40.0,quận 3,3.4
22.0,quận 3,2.5
5.2,quận 3,0.9
30.0,quận 3,4.8
22.0,quận 3,2.8
10.0,quận 3,1.8
9.0,quận 3,1.3
16.0,quận 3,3.6
26.0,quận 3,4.5
17.0,quận 3,2.0
15.0,quận 3,2.4
30.0,quận gò vấp,3.8
25.0,quận gò vấp,4.0
12.0,quận gò vấp,2.2
30.0,quận gò vấp,5.1
15.0,quận gò vấp,1.8
30.0,quận gò vấp,4.0
28.0,quận gò vấp,4.0
12.0,quận gò vấp,1.2
20.0,quận gò vấp,2.5
19.0,quận gò vấp,4.0
16.0,quận gò vấp,2.2
25.0,quận gò vấp,3.5
20.0,quận gò vấp,3.6
28.0,quận gò vấp,3.89
25.0,quận gò vấp,4.1
26.0,quận gò vấp,3.2
21.0,quận gò vấp,3.2
20.0,quận gò vấp,3.3
30.0,quận gò vấp,3.0
30.0,quận gò vấp,3.5
18.0,quận gò vấp,2.65
28.0,quận gò vấp,3.1
30.0,quận gò vấp,2.0
25.0,quận gò vấp,3.0
15.0,quận gò vấp,2.6
22.0,quận gò vấp,3.0
22.0,quận gò vấp,3.5
25.0,quận gò vấp,2.5
20.0,quận gò vấp,2.9
18.0,quận gò vấp,3.5
25.0,quận gò vấp,3.2
30.0,quận gò vấp,1.55
30.0,quận gò vấp,4.5
40.0,quận gò vấp,4.0
15.0,quận gò vấp,2.4
15.0,quận gò vấp,2.2
18.0,quận gò vấp,3.1
20.0,quận gò vấp,2.7
28.0,quận gò vấp,4.5
20.0,quận gò vấp,2.8
24.0,quận gò vấp,1.9
20.0,quận gò vấp,3.8
22.0,quận gò vấp,3.8
28.0,quận gò vấp,3.0
20.0,quận gò vấp,3.2
18.0,quận gò vấp,3.6
30.0,quận gò vấp,2.4
25.0,quận gò vấp,2.8
20.0,quận gò vấp,3.9
24.0,quận gò vấp,3.2
24.0,quận gò vấp,3.0
24.0,quận gò vấp,2.5
30.0,quận gò vấp,3.9
30.0,quận gò vấp,5.25
20.0,quận gò vấp,3.5
25.0,quận gò vấp,3.3
21.0,quận gò vấp,2.3
12.0,quận gò vấp,1.5
28.0,quận gò vấp,3.6
40.0,quận gò vấp,5.0
25.0,quận gò vấp,3.1
30.0,quận gò vấp,2.5
40.0,quận gò vấp,5.5
20.0,quận gò vấp,2.0
40.0,quận gò vấp,3.4
25.0,quận gò vấp,2.9
30.0,quận gò vấp,3.2
22.0,quận gò vấp,2.7
18.0,quận gò vấp,2.0
15.0,quận gò vấp,2.3
35.0,quận gò vấp,3.5
22.0,quận gò vấp,2.6
30.0,quận gò vấp,2.8
20.0,quận gò vấp,2.3
29.0,quận gò vấp,3.5
18.0,quận gò vấp,2.8
20.0,quận gò vấp,1.9
40.0,quận gò vấp,7.0
30.0,quận gò vấp,4.3
28.0,quận gò vấp,3.7
30.0,quận gò vấp,1.666666
35.0,quận gò vấp,4.2
25.0,quận gò vấp,3.6
22.0,quận gò vấp,2.9
30.0,quận gò vấp,6.0
25.0,quận gò vấp,3.7
12.0,quận gò vấp,3.0
12.0,quận gò vấp,2.5
28.0,quận gò vấp,2.4
25.0,quận gò vấp,6.7
30.0,quận gò vấp,6.8
25.0,quận gò vấp,4.3
30.0,quận gò vấp,3.7
20.0,quận gò vấp,3.7
17.0,quận gò vấp,1.8
20.0,quận gò vấp,4.5
25.0,quận gò vấp,2.7
26.0,quận gò vấp,6.0
25.0,quận gò vấp,4.2
30.0,quận gò vấp,4.2
16.0,quận gò vấp,3.3
25.0,quận gò vấp,4.4
26.0,quận gò vấp,4.2
22.0,quận gò vấp,4.5
30.0,quận gò vấp,3.999999
28.0,quận gò vấp,2.6
20.0,quận gò vấp,4.0
27.0,quận gò vấp,5.5
22.0,quận gò vấp,2.3
18.0,quận gò vấp,3.8
12.0,quận gò vấp,2.4
24.0,quận gò vấp,4.0
25.0,quận gò vấp,3.8
18.0,quận gò vấp,3.0
15.0,quận gò vấp,2.5
35.0,quận gò vấp,4.0
16.0,quận gò vấp,2.5
40.0,quận gò vấp,3.8
14.0,quận gò vấp,2.0
35.0,quận gò vấp,7.5
40.0,quận gò vấp,3.5
30.0,quận gò vấp,1.7000000000000002
30.0,quận gò vấp,4.7
25.0,quận gò vấp,4.5
15.0,quận gò vấp,1.7000000000000002
30.0,quận gò vấp,5.5
29.0,quận gò vấp,3.8
27.0,quận gò vấp,5.0
28.0,quận gò vấp,4.9
40.0,quận gò vấp,4.3
26.0,quận gò vấp,4.7
35.0,quận gò vấp,3.0
25.0,quận gò vấp,4.6
18.0,quận gò vấp,3.7
15.0,quận gò vấp,3.2
28.0,quận gò vấp,4.3
10.0,quận gò vấp,2.0
25.0,quận gò vấp,5.8
25.0,quận gò vấp,5.0
20.0,quận gò vấp,3.0
40.0,quận gò vấp,2.2
20.0,quận gò vấp,3.4
20.0,quận gò vấp,1.2
10.0,quận gò vấp,1.5
12.0,quận gò vấp,2.0
15.0,quận gò vấp,1.5
26.0,quận gò vấp,2.5
16.0,quận gò vấp,2.0
12.0,quận gò vấp,2.3
30.0,quận gò vấp,5.0
27.0,quận gò vấp,4.8
26.0,quận gò vấp,4.6
35.0,quận gò vấp,5.0
20.0,quận gò vấp,2.2
24.0,quận gò vấp,3.5
20.0,quận gò vấp,3.1
22.0,quận gò vấp,2.5
20.0,quận gò vấp,2.4
14.0,quận gò vấp,1.8
18.0,quận gò vấp,1.6
15.0,quận gò vấp,2.0
20.0,quận gò vấp,2.6
16.0,quận gò vấp,2.3
20.0,quận gò vấp,1.5
22.0,quận gò vấp,4.2
27.0,quận gò vấp,3.8
10.0,quận gò vấp,1.1
27.0,quận gò vấp,4.2
28.0,quận gò vấp,3.9
25.0,quận gò vấp,3.9
26.0,quận gò vấp,3.8
35.0,quận gò vấp,4.4
20.0,quận gò vấp,5.0
29.0,quận gò vấp,4.3
25.0,quận gò vấp,2.3
30.0,quận gò vấp,3.3
22.0,quận gò vấp,3.4
30.0,quận gò vấp,3.6
28.0,quận gò vấp,4.6
24.0,quận gò vấp,2.7
28.0,quận gò vấp,3.4
25.0,quận gò vấp,4.7
25.0,quận gò vấp,3.4
25.0,quận gò vấp,2.6
29.0,quận gò vấp,3.2
18.0,quận gò vấp,2.2
28.0,quận gò vấp,3.5
18.0,quận gò vấp,1.9
24.0,quận gò vấp,2.2
24.0,quận gò vấp,3.3
40.0,quận gò vấp,4.8
22.0,quận gò vấp,4.3
30.0,quận gò vấp,3.1
26.0,quận gò vấp,3.3
27.0,quận gò vấp,2.999
35.0,quận gò vấp,9.5
28.0,quận gò vấp,5.0
40.0,quận gò vấp,5.4
29.0,quận gò vấp,3.9
26.0,quận gò vấp,3.7
30.0,quận gò vấp,5.8
35.0,quận gò vấp,5.8
30.0,quận gò vấp,5.7
32.0,quận gò vấp,5.0
22.0,quận gò vấp,3.6
18.0,quận gò vấp,2.6
18.0,quận gò vấp,2.5
35.0,quận gò vấp,1.8
20.0,quận gò vấp,1.8
40.0,quận gò vấp,4.2
24.0,quận gò vấp,2.8
25.0,quận gò vấp,2.4
26.0,quận gò vấp,3.5
27.0,quận gò vấp,3.2
24.0,quận gò vấp,2.9
22.0,quận gò vấp,3.7
22.0,quận gò vấp,2.4
28.0,quận gò vấp,3.2
22.0,quận gò vấp,2.8
19.0,quận gò vấp,2.8
30.0,quận gò vấp,2.9
20.0,quận gò vấp,4.8
15.0,quận gò vấp,1.6
15.0,quận gò vấp,2.7
28.0,quận gò vấp,2.8
35.0,quận gò vấp,3.9
25.0,quận gò vấp,2.2
35.0,quận gò vấp,3.8
35.0,quận gò vấp,4.7
20.0,quận gò vấp,4.7
18.0,quận gò vấp,2.7
33.0,quận gò vấp,4.8
28.0,quận gò vấp,3.3
26.0,quận gò vấp,5.0
25.0,quận gò vấp,3.65
27.0,quận gò vấp,3.9
30.0,quận gò vấp,4.8
40.0,quận gò vấp,2.8
20.0,quận gò vấp,4.2
34.0,quận gò vấp,4.0
25.0,quận gò vấp,1.8
8.0,quận gò vấp,1.0
25.0,quận gò vấp,6.5
28.0,quận gò vấp,6.9
8.0,quận phú nhuận,2.3
27.0,quận phú nhuận,5.2
35.0,quận phú nhuận,6.5
11.0,quận phú nhuận,1.8
25.0,quận phú nhuận,3.2
15.0,quận phú nhuận,2.9
40.0,quận phú nhuận,6.0
17.0,quận phú nhuận,2.8
28.0,quận phú nhuận,5.0
24.0,quận phú nhuận,4.5
18.0,quận phú nhuận,4.0
24.0,quận phú nhuận,4.8
19.0,quận phú nhuận,4.5
25.0,quận phú nhuận,4.9
22.0,quận phú nhuận,3.1
35.0,quận phú nhuận,5.5
15.0,quận phú nhuận,2.7
28.0,quận phú nhuận,5.2
20.0,quận phú nhuận,3.2
22.0,quận phú nhuận,5.0
40.0,quận phú nhuận,6.5
15.0,quận gò vấp,3.5
23.0,quận gò vấp,3.3
28.0,quận phú nhuận,4.8
10.0,quận phú nhuận,3.0
18.0,quận phú nhuận,2.7
18.0,quận gò vấp,1.8
21.0,quận gò vấp,3.5
28.0,quận gò vấp,2.5
16.0,quận gò vấp,2.9
27.0,quận gò vấp,4.5
13.0,quận phú nhuận,1.8
14.0,quận phú nhuận,2.5
40.0,quận phú nhuận,5.0
30.0,quận phú nhuận,5.8
23.0,quận gò vấp,3.4
17.0,quận gò vấp,3.5
20.0,quận gò vấp,5.5
20.0,quận phú nhuận,3.4
18.0,quận phú nhuận,4.7
20.0,quận phú nhuận,5.2
20.0,quận phú nhuận,1.7000000000000002
18.0,quận phú nhuận,3.3
24.0,quận phú nhuận,3.2
22.0,quận phú nhuận,3.3
30.0,quận phú nhuận,2.5
25.0,quận phú nhuận,6.4
21.0,quận phú nhuận,4.8
35.0,quận phú nhuận,4.8
28.0,quận phú nhuận,6.8
15.0,quận phú nhuận,3.7
28.0,quận phú nhuận,4.2
18.0,quận phú nhuận,3.9
25.0,quận phú nhuận,2.5
24.0,quận phú nhuận,3.7
16.0,quận phú nhuận,2.8
17.0,quận phú nhuận,3.0
28.0,quận phú nhuận,5.6
24.0,quận phú nhuận,4.1
25.0,quận phú nhuận,4.1
40.0,quận phú nhuận,6.2
22.0,quận phú nhuận,4.7
32.0,quận phú nhuận,5.2
40.0,quận phú nhuận,5.2
25.0,quận 12,2.8
25.0,quận 12,3.0
30.0,quận 12,2.8
35.0,quận 12,2.6
25.0,quận 12,3.4
30.0,quận 12,4.0
25.0,quận 12,4.0
20.0,quận 12,2.0
22.0,quận 12,3.2
25.0,quận 12,3.6
28.0,quận 12,3.0
28.0,quận 12,3.4
28.0,quận 12,3.8
22.0,quận 12,2.0
20.0,quận 12,1.8
40.0,quận 1,6.0
20.0,quận 12,1.5
15.0,quận 1,3.5
18.0,quận 12,2.4
25.0,quận 12,2.7
22.0,quận 12,3.0
25.0,quận 12,2.9
30.0,quận 12,2.5
20.0,quận 1,3.6
19.0,quận 1,3.5
25.0,quận 1,5.5
25.0,quận 1,6.5
20.0,quận 1,4.0
30.0,quận 1,3.7
18.0,quận 12,2.2
17.0,quận 12,1.8
25.0,quận 12,2.3
26.0,quận 12,2.8
12.0,quận 12,1.4
15.0,quận 12,1.8
30.0,quận 12,3.4
13.0,quận 12,2.4
14.0,quận 12,1.6
40.0,quận 12,2.4
18.0,quận 12,2.6
20.0,quận 12,2.5
16.0,quận 12,1.9
20.0,quận 12,1.0
24.0,quận 1,4.0
16.0,quận 1,4.0
15.0,quận 12,1.5
15.0,quận 1,3.8
16.0,quận 1,2.75
40.0,quận 1,5.0
25.0,quận 1,6.0
15.0,quận 1,1.5
16.0,quận 12,1.6
30.0,quận 12,1.5
17.0,quận 12,1.7000000000000002
25.0,quận 12,1.7000000000000002
20.0,quận 12,1.7000000000000002
24.0,quận 12,1.9
16.0,quận 12,1.4
25.0,quận 12,2.0
18.0,quận 12,1.6
20.0,quận 12,3.5
20.0,quận 12,1.2
26.0,quận 12,3.1
36.0,quận 12,3.6
25.0,quận 12,3.3
23.0,quận 12,2.1
35.0,quận 12,2.8
24.0,quận 12,3.2
15.0,quận 12,1.6
15.0,quận 12,2.3
30.0,quận 12,4.5
35.0,quận 12,4.0
20.0,quận 12,2.3
25.0,quận 12,3.2
20.0,quận 12,3.0
25.0,quận 12,3.8
25.0,quận 12,1.8
22.0,quận 12,3.4
20.0,quận 1,4.5
28.0,quận 1,4.3
30.0,quận 1,5.0
35.0,quận 1,5.0
25.0,quận 1,3.5
35.0,quận 1,4.0
25.0,quận 1,4.2
12.0,quận 1,3.0
12.0,quận 1,3.1
15.0,quận 1,4.5
20.0,quận 12,2.8
22.0,quận 12,1.9
24.0,quận 12,2.7
12.0,quận 1,1.5
30.0,quận 1,4.0
18.0,quận 1,3.0
22.0,quận 1,5.2
22.0,quận 1,3.8
22.0,quận 1,4.2
20.0,quận 1,3.7
24.0,quận 1,5.0
16.0,quận 1,3.5
25.0,quận 1,5.0
20.0,quận 1,5.5
22.0,quận 1,6.0
24.0,quận 1,1.5
20.0,quận 1,3.8
30.0,quận 1,4.5
16.0,quận 1,3.2
30.0,quận 1,4.9
30.0,quận 1,5.5
18.0,quận 1,3.5
22.0,quận 1,4.5
24.0,quận 1,5.2
25.0,quận 1,3.3
40.0,quận 12,7.0
25.0,quận 1,4.9
18.0,quận 12,2.5
40.0,quận 12,3.0
18.0,quận 1,2.8
12.0,quận 1,3.5
16.0,quận 1,4.5
25.0,quận 1,4.5
